-183.818, 71.897, 2.467,  4.603
-183.818, 71.815, 2.442,  4.636
-183.818, 71.734, 2.431,  4.669
-183.818, 71.653, 2.446,  4.702
-183.818, 71.571, 2.482,  4.735
-183.818, 71.487, 2.508,  4.768
-183.819, 71.403, 2.506,  4.801
-183.819, 71.320, 2.481,  4.834
-183.819, 71.239, 2.455,  4.867
-183.819, 71.157, 2.445,  4.900
-183.819, 71.075, 2.459,  4.933
-183.819, 70.992, 2.494,  4.966
-183.820, 70.908, 2.521,  4.999
-183.820, 70.824, 2.519,  5.032
-183.820, 70.741, 2.493,  5.065
-183.820, 70.659, 2.467,  5.098
-183.820, 70.577, 2.456,  5.131
-183.820, 70.495, 2.471,  5.164
-183.821, 70.412, 2.505,  5.197
-183.821, 70.327, 2.531,  5.230
-183.821, 70.243, 2.529,  5.263
-183.821, 70.159, 2.503,  5.296
-183.821, 70.076, 2.477,  5.329
-183.821, 69.994, 2.466,  5.362
-183.822, 69.912, 2.480,  5.395
-183.822, 69.828, 2.515,  5.428
-183.822, 69.744, 2.541,  5.461
-183.822, 69.659, 2.538,  5.494
-183.822, 69.575, 2.512,  5.527
-183.822, 69.492, 2.486,  5.560
-183.822, 69.410, 2.474,  5.593
-183.823, 69.327, 2.488,  5.626
-183.823, 69.243, 2.523,  5.659
-183.823, 69.158, 2.548,  5.692
-183.823, 69.073, 2.546,  5.725
-183.823, 68.989, 2.520,  5.758
-183.823, 68.906, 2.493,  5.791
-183.824, 68.823, 2.481,  5.824
-183.824, 68.740, 2.495,  5.857
-183.824, 68.656, 2.529,  5.890
-183.824, 68.571, 2.555,  5.923
-183.824, 68.485, 2.552,  5.956
-183.824, 68.401, 2.528,  5.989
-183.825, 68.318, 2.504,  6.022
-183.825, 68.234, 2.494,  6.055
-183.825, 68.151, 2.511,  6.088
-183.825, 68.066, 2.548,  6.121
-183.825, 67.980, 2.577,  6.154
-183.825, 67.894, 2.577,  6.187
-183.825, 67.809, 2.553,  6.220
-183.826, 67.725, 2.527,  6.253
-183.826, 67.641, 2.516,  6.286
-183.826, 67.557, 2.530,  6.319
-183.826, 67.471, 2.565,  6.352
-183.826, 67.385, 2.596,  6.385
-183.826, 67.298, 2.602,  6.418
-183.827, 67.212, 2.582,  6.451
-183.827, 67.127, 2.559,  6.484
-183.827, 67.042, 2.550,  6.517
-183.827, 66.956, 2.564,  6.550
-183.827, 66.870, 2.600,  6.583
-183.827, 66.782, 2.638,  6.616
-183.827, 66.693, 2.653,  6.649
-183.828, 66.605, 2.642,  6.682
-183.828, 66.518, 2.625,  6.715
-183.828, 66.431, 2.618,  6.748
-183.828, 66.343, 2.635,  6.781
-183.828, 66.254, 2.672,  6.814
-183.828, 66.164, 2.707,  6.847
-183.829, 66.073, 2.719,  6.880
-183.829, 65.983, 2.705,  6.913
-183.829, 65.893, 2.687,  6.946
-183.829, 65.804, 2.681,  6.979
-183.829, 65.714, 2.699,  7.012
-183.829, 65.623, 2.738,  7.045
-183.829, 65.531, 2.779,  7.078
-183.830, 65.437, 2.797,  7.111
-183.830, 65.344, 2.787,  7.144
-183.830, 65.252, 2.771,  7.177
-183.830, 65.160, 2.764,  7.210
-183.830, 65.068, 2.779,  7.243
-183.830, 64.974, 2.820,  7.276
-183.831, 64.878, 2.873,  7.309
-183.831, 64.781, 2.913,  7.342
-183.831, 64.684, 2.918,  7.375
-183.831, 64.587, 2.898,  7.408
-183.831, 64.491, 2.872,  7.441
-183.831, 64.396, 2.859,  7.474
-183.831, 64.301, 2.868,  7.507
-183.832, 64.204, 2.908,  7.540
-183.832, 64.106, 2.973,  7.573
-183.832, 64.005, 3.035,  7.606
-183.832, 63.902, 3.069,  7.639
-183.832, 63.800, 3.070,  7.672
-183.832, 63.698, 3.057,  7.705
-183.833, 63.596, 3.047,  7.738
-183.833, 63.495, 3.056,  7.771
-183.833, 63.392, 3.091,  7.804
-183.833, 63.287, 3.149,  7.837
-183.833, 63.181, 3.202,  7.870
-183.833, 63.073, 3.226,  7.903
-183.834, 62.966, 3.220,  7.936
-183.834, 62.859, 3.202,  7.969
-183.834, 62.753, 3.192,  8.002
-183.834, 62.647, 3.202,  8.035
-183.834, 62.539, 3.240,  8.068
-183.834, 62.429, 3.298,  8.101
-183.834, 62.318, 3.348,  8.134
-183.835, 62.205, 3.369,  8.167
-183.835, 62.093, 3.357,  8.200
-183.835, 61.982, 3.336,  8.233
-183.835, 61.872, 3.322,  8.266
-183.835, 61.761, 3.329,  8.299
-183.835, 61.649, 3.364,  8.332
-183.836, 61.536, 3.424,  8.365
-183.836, 61.420, 3.481,  8.398
-183.836, 61.303, 3.511,  8.431
-183.836, 61.186, 3.507,  8.464
-183.836, 61.069, 3.487,  8.497
-183.836, 60.954, 3.469,  8.530
-183.836, 60.839, 3.468,  8.563
-183.837, 60.722, 3.494,  8.596
-183.837, 60.605, 3.543,  8.629
-183.837, 60.485, 3.588,  8.662
-183.837, 60.365, 3.606,  8.695
-183.837, 60.245, 3.592,  8.728
-183.837, 60.126, 3.567,  8.761
-183.838, 60.008, 3.549,  8.794
-183.838, 59.890, 3.551,  8.827
-183.838, 59.771, 3.583,  8.860
-183.838, 59.650, 3.638,  8.893
-183.838, 59.527, 3.692,  8.926
-183.838, 59.403, 3.720,  8.959
-183.838, 59.279, 3.713,  8.992
-183.839, 59.156, 3.694,  9.025
-183.839, 59.033, 3.679,  9.058
-183.839, 58.911, 3.683,  9.091
-183.839, 58.787, 3.715,  9.124
-183.839, 58.662, 3.771,  9.157
-183.839, 58.535, 3.824,  9.190
-183.839, 58.406, 3.852,  9.223
-183.840, 58.278, 3.844,  9.256
-183.840, 58.150, 3.823,  9.289
-183.840, 58.024, 3.807,  9.322
-183.840, 57.897, 3.809,  9.355
-183.840, 57.769, 3.838,  9.388
-183.840, 57.640, 3.892,  9.421
-183.840, 57.509, 3.942,  9.454
-183.840, 57.376, 3.967,  9.487
-183.840, 57.244, 3.958,  9.520
-183.841, 57.113, 3.934,  9.553
-183.841, 56.983, 3.916,  9.586
-183.841, 56.852, 3.916,  9.619
-183.841, 56.721, 3.943,  9.652
-183.841, 56.588, 3.995,  9.685
-183.841, 56.454, 4.044,  9.718
-183.841, 56.318, 4.067,  9.751
-183.841, 56.183, 4.056,  9.784
-183.842, 56.048, 4.031,  9.817
-183.842, 55.915, 4.011,  9.850
-183.842, 55.781, 4.009,  9.883
-183.842, 55.647, 4.035,  9.916
-183.842, 55.511, 4.084,  9.949
-183.842, 55.374, 4.131,  9.982
-183.842, 55.235, 4.153, 10.015
-183.842, 55.097, 4.140, 10.048
-183.842, 54.960, 4.114, 10.081
-183.843, 54.824, 4.092, 10.114
-183.843, 54.688, 4.088, 10.147
-183.843, 54.551, 4.112, 10.180
-183.843, 54.412, 4.160, 10.213
-183.843, 54.272, 4.205, 10.246
-183.843, 54.131, 4.225, 10.279
-183.843, 53.991, 4.211, 10.312
-183.843, 53.851, 4.184, 10.345
-183.843, 53.713, 4.160, 10.378
-183.844, 53.575, 4.155, 10.411
-183.844, 53.436, 4.177, 10.444
-183.844, 53.295, 4.223, 10.477
-183.844, 53.153, 4.267, 10.510
-183.844, 53.010, 4.286, 10.543
-183.844, 52.867, 4.271, 10.576
-183.844, 52.726, 4.242, 10.609
-183.844, 52.585, 4.217, 10.642
-183.844, 52.445, 4.210, 10.675
-183.844, 52.305, 4.231, 10.708
-183.844, 52.162, 4.276, 10.741
-183.844, 52.018, 4.319, 10.774
-183.844, 51.874, 4.336, 10.807
-183.844, 51.730, 4.320, 10.840
-183.845, 51.586, 4.290, 10.873
-183.845, 51.444, 4.264, 10.906
-183.845, 51.303, 4.256, 10.939
-183.845, 51.160, 4.276, 10.972
-183.845, 51.017, 4.320, 11.005
-183.845, 50.871, 4.364, 11.038
-183.845, 50.725, 4.385, 11.071
-183.845, 50.579, 4.374, 11.104
-183.845, 50.434, 4.351, 11.137
-183.845, 50.290, 4.332, 11.170
-183.845, 50.145, 4.332, 11.203
-183.845, 50.000, 4.360, 11.236
-183.845, 49.854, 4.409, 11.269
-183.845, 49.705, 4.455, 11.302
-183.845, 49.556, 4.475, 11.335
-183.845, 49.407, 4.460, 11.368
-183.846, 49.259, 4.431, 11.401
-183.846, 49.113, 4.405, 11.434
-183.846, 48.966, 4.395, 11.467
-183.846, 48.819, 4.413, 11.500
-183.846, 48.671, 4.459, 11.533
-183.846, 48.521, 4.519, 11.566
-183.846, 48.368, 4.569, 11.599
-183.846, 48.215, 4.589, 11.632
-183.846, 48.063, 4.573, 11.665
-183.846, 47.911, 4.543, 11.698
-183.846, 47.761, 4.516, 11.731
-183.846, 47.611, 4.505, 11.764
-183.846, 47.460, 4.521, 11.797
-183.846, 47.308, 4.566, 11.830
-183.846, 47.154, 4.628, 11.863
-183.846, 46.998, 4.684, 11.896
-183.846, 46.841, 4.711, 11.929
-183.846, 46.684, 4.702, 11.962
-183.846, 46.528, 4.677, 11.995
-183.846, 46.373, 4.652, 12.028
-183.846, 46.219, 4.642, 12.061
-183.846, 46.064, 4.658, 12.094
-183.846, 45.907, 4.703, 12.127
-183.846, 45.749, 4.764, 12.160
-183.846, 45.588, 4.818, 12.193
-183.846, 45.427, 4.845, 12.226
-183.846, 45.266, 4.834, 12.259
-183.846, 45.105, 4.807, 12.292
-183.846, 44.946, 4.781, 12.325
-183.846, 44.787, 4.769, 12.358
-183.846, 44.628, 4.782, 12.391
-183.846, 44.468, 4.824, 12.424
-183.846, 44.305, 4.883, 12.457
-183.846, 44.141, 4.935, 12.490
-183.846, 43.975, 4.960, 12.523
-183.846, 43.810, 4.957, 12.556
-183.846, 43.645, 4.946, 12.589
-183.846, 43.481, 4.941, 12.622
-183.846, 43.316, 4.956, 12.655
-183.846, 43.149, 4.996, 12.688
-183.846, 42.981, 5.053, 12.721
-183.846, 42.811, 5.106, 12.754
-183.846, 42.640, 5.132, 12.787
-183.846, 42.469, 5.131, 12.820
-183.846, 42.298, 5.123, 12.853
-183.846, 42.128, 5.121, 12.886
-183.846, 41.957, 5.122, 12.919
-183.846, 41.787, 5.119, 12.952
-183.846, 41.616, 5.131, 12.985
-183.846, 41.444, 5.162, 13.018
-183.846, 41.271, 5.211, 13.051
-183.846, 41.095, 5.276, 13.084
-183.846, 40.918, 5.341, 13.117
-183.846, 40.738, 5.385, 13.150
-183.846, 40.558, 5.396, 13.183
-183.845, 40.379, 5.388, 13.216
-183.845, 40.200, 5.373, 13.249
-183.845, 40.021, 5.361, 13.282
-183.845, 39.843, 5.359, 13.315
-183.845, 39.664, 5.374, 13.348
-183.845, 39.484, 5.407, 13.381
-183.845, 39.303, 5.459, 13.414
-183.845, 39.119, 5.523, 13.447
-183.845, 38.933, 5.585, 13.480
-183.845, 38.745, 5.623, 13.513
-183.845, 38.558, 5.626, 13.546
-183.845, 38.371, 5.612, 13.579
-183.845, 38.185, 5.591, 13.612
-183.845, 37.999, 5.573, 13.645
-183.844, 37.814, 5.567, 13.678
-183.844, 37.628, 5.577, 13.711
-183.844, 37.442, 5.607, 13.744
-183.844, 37.254, 5.655, 13.777
-183.844, 37.063, 5.719, 13.810
-183.844, 36.871, 5.785, 13.843
-183.844, 36.676, 5.829, 13.876
-183.844, 36.482, 5.836, 13.909
-183.844, 36.288, 5.824, 13.942
-183.843, 36.094, 5.804, 13.975
-183.843, 35.902, 5.786, 14.008
-183.843, 35.709, 5.780, 14.041
-183.843, 35.517, 5.792, 14.074
-183.843, 35.323, 5.822, 14.107
-183.843, 35.128, 5.871, 14.140
-183.843, 34.930, 5.937, 14.173
-183.843, 34.730, 6.003, 14.206
-183.842, 34.528, 6.048, 14.239
-183.842, 34.327, 6.054, 14.272
-183.842, 34.125, 6.038, 14.305
-183.842, 33.925, 6.015, 14.338
-183.842, 33.726, 5.994, 14.371
-183.842, 33.526, 5.986, 14.404
-183.841, 33.327, 5.995, 14.437
-183.841, 33.126, 6.024, 14.470
-183.841, 32.924, 6.071, 14.503
-183.841, 32.720, 6.135, 14.536
-183.841, 32.514, 6.203, 14.569
-183.841, 32.305, 6.253, 14.602
-183.840, 32.096, 6.268, 14.635
-183.840, 31.888, 6.260, 14.668
-183.840, 31.680, 6.245, 14.701
-183.840, 31.472, 6.235, 14.734
-183.840, 31.265, 6.239, 14.767
-183.839, 31.056, 6.262, 14.800
-183.839, 30.847, 6.303, 14.833
-183.839, 30.635, 6.363, 14.866
-183.839, 30.420, 6.440, 14.899
-183.839, 30.204, 6.511, 14.932
-183.838, 29.985, 6.553, 14.965
-183.838, 29.767, 6.552, 14.998
-183.838, 29.549, 6.527, 15.031
-183.838, 29.333, 6.493, 15.064
-183.837, 29.118, 6.463, 15.097
-183.837, 28.904, 6.446, 15.130
-183.837, 28.689, 6.450, 15.163
-183.837, 28.474, 6.473, 15.196
-183.836, 28.257, 6.515, 15.229
-183.836, 28.038, 6.577, 15.262
-183.836, 27.816, 6.656, 15.295
-183.836, 27.592, 6.728, 15.328
-183.835, 27.366, 6.772, 15.361
-183.835, 27.140, 6.775, 15.394
-183.835, 26.915, 6.755, 15.427
-183.835, 26.691, 6.728, 15.460
-183.834, 26.468, 6.707, 15.493
-183.834, 26.245, 6.700, 15.526
-183.834, 26.022, 6.712, 15.559
-183.833, 25.797, 6.744, 15.592
-183.833, 25.571, 6.796, 15.625
-183.833, 25.342, 6.863, 15.658
-183.833, 25.112, 6.934, 15.691
-183.832, 24.879, 6.987, 15.724
-183.832, 24.645, 7.010, 15.757
-183.832, 24.411, 7.014, 15.790
-183.831, 24.178, 7.017, 15.823
-183.831, 23.944, 7.029, 15.856
-183.831, 23.709, 7.060, 15.889
-183.830, 23.472, 7.108, 15.922
-183.830, 23.233, 7.169, 15.955
-183.830, 22.993, 7.234, 15.988
-183.829, 22.750, 7.283, 16.021
-183.829, 22.506, 7.309, 16.054
-183.829, 22.262, 7.326, 16.087
-183.828, 22.018, 7.348, 16.120
-183.828, 21.772, 7.385, 16.153
-183.827, 21.524, 7.437, 16.186
-183.827, 21.275, 7.498, 16.219
-183.827, 21.023, 7.551, 16.252
-183.826, 20.771, 7.584, 16.285
-183.826, 20.517, 7.607, 16.318
-183.825, 20.263, 7.635, 16.351
-183.825, 20.008, 7.676, 16.384
-183.825, 19.750, 7.730, 16.417
-183.824, 19.491, 7.788, 16.450
-183.824, 19.230, 7.831, 16.483
-183.823, 18.969, 7.853, 16.516
-183.823, 18.707, 7.867, 16.549
-183.822, 18.444, 7.887, 16.582
-183.822, 18.181, 7.922, 16.615
-183.821, 17.915, 7.971, 16.648
-183.821, 17.648, 8.028, 16.681
-183.821, 17.379, 8.076, 16.714
-183.820, 17.109, 8.100, 16.747
-183.820, 16.839, 8.111, 16.780
-183.819, 16.569, 8.125, 16.813
-183.818, 16.297, 8.152, 16.846
-183.818, 16.025, 8.194, 16.879
-183.817, 15.750, 8.246, 16.912
-183.817, 15.474, 8.292, 16.945
-183.816, 15.197, 8.319, 16.978
-183.816, 14.919, 8.337, 17.011
-183.815, 14.641, 8.358, 17.044
-183.815, 14.361, 8.393, 17.077
-183.814, 14.080, 8.439, 17.110
-183.814, 13.798, 8.487, 17.143
-183.813, 13.514, 8.521, 17.176
-183.812, 13.230, 8.537, 17.209
-183.812, 12.945, 8.551, 17.242
-183.811, 12.659, 8.574, 17.275
-183.811, 12.373, 8.611, 17.308
-183.810, 12.084, 8.657, 17.341
-183.809, 11.795, 8.699, 17.374
-183.809, 11.504, 8.723, 17.407
-183.808, 11.213, 8.738, 17.440
-183.808, 10.921, 8.756, 17.473
-183.807, 10.629, 8.787, 17.506
-183.806, 10.335, 8.829, 17.539
-183.806, 10.039, 8.873, 17.572
-183.805, 9.743, 8.903, 17.605
-183.804, 9.446, 8.917, 17.638
-183.804, 9.148, 8.928, 17.671
-183.803, 8.850, 8.949, 17.704
-183.802, 8.551, 8.983, 17.737
-183.802, 8.251, 9.027, 17.770
-183.801, 7.949, 9.065, 17.803
-183.800, 7.646, 9.085, 17.836
-183.799, 7.343, 9.098, 17.869
-183.799, 7.039, 9.115, 17.902
-183.798, 6.735, 9.146, 17.935
-183.797, 6.429, 9.185, 17.968
-183.797, 6.122, 9.224, 18.001
-183.796, 5.813, 9.250, 18.034
-183.795, 5.505, 9.266, 18.067
-183.794, 5.195, 9.286, 18.100
-183.793, 4.885, 9.318, 18.133
-183.793, 4.574, 9.358, 18.166
-183.792, 4.261, 9.395, 18.199
-183.791, 3.947, 9.417, 18.232
-183.790, 3.633, 9.430, 18.265
-183.789, 3.318, 9.447, 18.298
-183.789, 3.002, 9.476, 18.331
-183.788, 2.686, 9.514, 18.364
-183.787, 2.367, 9.552, 18.397
-183.786, 2.048, 9.578, 18.430
-183.785, 1.729, 9.593, 18.463
-183.784, 1.409, 9.609, 18.496
-183.783, 1.088, 9.636, 18.529
-183.783, 0.765, 9.674, 18.562
-183.782, 0.442, 9.718, 18.595
-183.781, 0.117, 9.750, 18.628
-183.780, -0.208, 9.762, 18.661
-183.779, -0.534, 9.765, 18.694
-183.778, -0.859, 9.773, 18.727
-183.777, -1.185, 9.795, 18.760
-183.776, -1.513, 9.829, 18.793
-183.775, -1.841, 9.870, 18.826
-183.774, -2.172, 9.907, 18.859
-183.773, -2.502, 9.929, 18.892
-183.772, -2.834, 9.945, 18.925
-183.771, -3.166, 9.967, 18.958
-183.770, -3.499, 10.000, 18.991
-183.769, -3.833, 10.041, 19.024
-183.768, -4.169, 10.077, 19.057
-183.767, -4.506, 10.102, 19.090
-183.766, -4.843, 10.123, 19.123
-183.765, -5.181, 10.150, 19.156
-183.764, -5.520, 10.188, 19.189
-183.763, -5.861, 10.233, 19.222
-183.762, -6.203, 10.267, 19.255
-183.761, -6.546, 10.283, 19.288
-183.760, -6.889, 10.293, 19.321
-183.759, -7.232, 10.309, 19.354
-183.758, -7.576, 10.336, 19.387
-183.757, -7.922, 10.374, 19.420
-183.756, -8.269, 10.418, 19.453
-183.754, -8.617, 10.455, 19.486
-183.753, -8.966, 10.479, 19.519
-183.752, -9.316, 10.501, 19.552
-183.751, -9.667, 10.531, 19.585
-183.750, -10.019, 10.571, 19.618
-183.749, -10.372, 10.617, 19.651
-183.747, -10.727, 10.653, 19.684
-183.746, -11.083, 10.673, 19.717
-183.745, -11.439, 10.689, 19.750
-183.744, -11.796, 10.712, 19.783
-183.743, -12.154, 10.745, 19.816
-183.741, -12.513, 10.787, 19.849
-183.740, -12.874, 10.831, 19.882
-183.739, -13.236, 10.867, 19.915
-183.738, -13.599, 10.895, 19.948
-183.736, -13.963, 10.924, 19.981
-183.735, -14.328, 10.962, 20.014
-183.734, -14.694, 11.005, 20.047
-183.732, -15.062, 11.045, 20.080
-183.731, -15.431, 11.078, 20.113
-183.730, -15.801, 11.109, 20.146
-183.728, -16.172, 11.148, 20.179
-183.727, -16.545, 11.192, 20.212
-183.726, -16.919, 11.233, 20.245
-183.724, -17.295, 11.265, 20.278
-183.723, -17.671, 11.296, 20.311
-183.722, -18.048, 11.334, 20.344
-183.720, -18.427, 11.377, 20.377
-183.719, -18.808, 11.421, 20.410
-183.717, -19.189, 11.456, 20.443
-183.716, -19.572, 11.486, 20.476
-183.714, -19.956, 11.521, 20.509
-183.713, -20.341, 11.563, 20.542
-183.712, -20.727, 11.609, 20.575
-183.710, -21.115, 11.649, 20.608
-183.709, -21.504, 11.680, 20.641
-183.707, -21.895, 11.713, 20.674
-183.705, -22.286, 11.752, 20.707
-183.704, -22.679, 11.798, 20.740
-183.702, -23.073, 11.843, 20.773
-183.701, -23.469, 11.881, 20.806
-183.699, -23.866, 11.912, 20.839
-183.698, -24.264, 11.947, 20.872
-183.696, -24.663, 11.990, 20.905
-183.694, -25.064, 12.036, 20.938
-183.693, -25.466, 12.079, 20.971
-183.691, -25.870, 12.114, 21.004
-183.690, -26.274, 12.150, 21.037
-183.688, -26.681, 12.192, 21.070
-183.686, -27.088, 12.239, 21.103
-183.684, -27.497, 12.283, 21.136
-183.683, -27.908, 12.321, 21.169
-183.681, -28.319, 12.356, 21.202
-183.679, -28.732, 12.398, 21.235
-183.678, -29.147, 12.444, 21.268
-183.676, -29.563, 12.489, 21.301
-183.674, -29.980, 12.529, 21.334
-183.672, -30.399, 12.568, 21.367
-183.670, -30.819, 12.612, 21.400
-183.669, -31.240, 12.661, 21.433
-183.667, -31.663, 12.705, 21.466
-183.665, -32.088, 12.743, 21.499
-183.663, -32.514, 12.781, 21.532
-183.661, -32.941, 12.825, 21.565
-183.659, -33.369, 12.873, 21.598
-183.657, -33.800, 12.919, 21.631
-183.655, -34.231, 12.959, 21.664
-183.653, -34.664, 12.999, 21.697
-183.652, -35.099, 13.044, 21.730
-183.650, -35.535, 13.093, 21.763
-183.648, -35.973, 13.140, 21.796
-183.646, -36.412, 13.180, 21.829
-183.644, -36.852, 13.219, 21.862
-183.642, -37.294, 13.263, 21.895
-183.639, -37.737, 13.311, 21.928
-183.637, -38.182, 13.359, 21.961
-183.635, -38.628, 13.402, 21.994
-183.633, -39.076, 13.443, 22.027
